Time, Operation, Operation_name, Description
05:16:09.976,StoreBlock,[gossip.privdata],[mychannel] Received block [8] from buffer
05:16:09.977,Validate,[committer.txvalidator],[mychannel] Validated block [8] in 0ms
05:16:09.977,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [8] channel=mychannel
05:16:10.847,CommitLegacy,[kvledger],[mychannel] Committed block [8] with 1 transaction(s) in 869ms (state_validation=0ms block_and_pvtdata_commit=291ms state_commit=487ms) commitHash=[d95d9d77a14d3063a7f0ef937728f5da85300ea13997ff3914faf8d9e6aa4deb]
05:16:10.857,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:48348 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.413521549s
05:18:07.375,StoreBlock,[gossip.privdata],[mychannel] Received block [9] from buffer
05:18:07.376,Validate,[committer.txvalidator],[mychannel] Validated block [9] in 0ms
05:18:07.376,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [9] channel=mychannel
05:18:08.244,CommitLegacy,[kvledger],[mychannel] Committed block [9] with 1 transaction(s) in 867ms (state_validation=0ms block_and_pvtdata_commit=296ms state_commit=504ms) commitHash=[ac9e26049dbf2bf06367227f8eb305a5e900ad556e373b9352a0bfc6874c4540]
05:18:08.282,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:51692 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.441720751s
05:19:44.511,StoreBlock,[gossip.privdata],[mychannel] Received block [10] from buffer
05:19:44.513,Validate,[committer.txvalidator],[mychannel] Validated block [10] in 1ms
05:19:44.513,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [10] channel=mychannel
05:19:45.524,CommitLegacy,[kvledger],[mychannel] Committed block [10] with 1 transaction(s) in 1011ms (state_validation=0ms block_and_pvtdata_commit=231ms state_commit=679ms) commitHash=[03eecbee2a764e3174b34b75393ffe3ef395e3e225b6e6d3a8d98354645ce83d]
05:19:45.574,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:54562 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.483076677s
05:20:47.255,StoreBlock,[gossip.privdata],[mychannel] Received block [11] from buffer
05:20:47.256,Validate,[committer.txvalidator],[mychannel] Validated block [11] in 0ms
05:20:47.256,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [11] channel=mychannel
05:20:48.211,CommitLegacy,[kvledger],[mychannel] Committed block [11] with 1 transaction(s) in 954ms (state_validation=0ms block_and_pvtdata_commit=316ms state_commit=530ms) commitHash=[88c48140f3ac7ab1bef06d5e8922747ed457f551ec3224e83fe353a511b21b15]
05:20:48.219,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:56494 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.417294183s
05:21:39.927,StoreBlock,[gossip.privdata],[mychannel] Received block [12] from buffer
05:21:39.928,Validate,[committer.txvalidator],[mychannel] Validated block [12] in 1ms
05:21:39.928,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [12] channel=mychannel
05:21:40.789,CommitLegacy,[kvledger],[mychannel] Committed block [12] with 1 transaction(s) in 860ms (state_validation=0ms block_and_pvtdata_commit=282ms state_commit=471ms) commitHash=[439b221f7f48c0be1a91d5b0bb107e965ed2aba4fed5f44cd0c5fa358840e695]
05:21:40.797,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:58164 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.335709782s
05:22:42.319,StoreBlock,[gossip.privdata],[mychannel] Received block [13] from buffer
05:22:42.320,Validate,[committer.txvalidator],[mychannel] Validated block [13] in 0ms
05:22:42.320,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [13] channel=mychannel
05:22:43.300,CommitLegacy,[kvledger],[mychannel] Committed block [13] with 1 transaction(s) in 979ms (state_validation=0ms block_and_pvtdata_commit=391ms state_commit=471ms) commitHash=[62f6f750a2ee97a4ed900153889d92158ad6de81ea929b6782c0c7ffafa7548c]
05:22:43.348,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:60078 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.54262196s
05:23:32.515,StoreBlock,[gossip.privdata],[mychannel] Received block [14] from buffer
05:23:32.516,Validate,[committer.txvalidator],[mychannel] Validated block [14] in 0ms
05:23:32.516,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [14] channel=mychannel
05:23:33.470,CommitLegacy,[kvledger],[mychannel] Committed block [14] with 1 transaction(s) in 953ms (state_validation=0ms block_and_pvtdata_commit=233ms state_commit=645ms) commitHash=[ae345d649dc7a7950dceb3a33cc3f86b6945bc527d0e7e538dbc212d423b7103]
05:23:33.473,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.peer_address=172.23.0.1:33468 grpc.peer_subject="CN=fabric-common" error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.372433407s
05:24:18.809,StoreBlock,[gossip.privdata],[mychannel] Received block [15] from buffer
